id,category,text
20813,군대,대박 살 엔 빠른 년생 이라서 들어 가는 건가
20814,군대,그때 들 빨리 군대 갔다 려고 일찍 갔지
20815,군대,차라리 빨리 갔다 오는 게 편하다고
20816,군대,미루는 친구 들 은 계속 미루다가 늦게 가더라고
20817,군대,요즘 은 들 늦게 가는 추세 인 듯
20818,군대,최대한 안 가려고 하는 것 같아
20819,군대,지금 코로나 때문 훈련 안 받을텐데 지금 좋을 거 같은데
20820,군대,코로나 때문 늦게 군대 가려는 사람 많더라고
20821,군대,그렇구나
20822,군대,코로나 사회 를 완전 바꿔놨네
20823,군대,지금 코로나 때문 세계 적 으로 분위기 안 좋아
20824,군대,한 번은 생각 해볼게
20825,군대,봤냐
20826,군대,재밌던데
20827,군대,진즉 봤음
20828,군대,재밌다고 하기엔 슬픔
20829,군대,나도 봤어
20830,군대,군대 잘 반영 해서 괜찮더라
20831,군대,벌써 부터 군대 가기 싫어지는데 어쩌 냐
20832,군대,그건 현재 있었던 일이 아닐 걸
20833,군대,설마 아직도 그런 식이 겠어
20834,군대,동생 안 그런대
20835,군대,것 들 자기 들 일 아니라고 편히 말 하네
20836,군대,그게 아니라 그런 상황 당연히 있었겠지만 지금 은 안 그럴 거 라는 거지
20837,군대,모든 사람 들 그렇게 당한 게 아니라 군 부대 에서 제일 심각한 사건 들 종합 해서 만든 거 아닐까
20838,군대,난 무서움
20839,군대,나도 그런 상황 오면 어쩌 냐
20840,군대,요즘 에는 그러면 큰일 거 아니야
20841,군대,내 동생 군대 에서 그런 일 없대 안심 해
20842,군대,특수한 상황 이면 어떡해
20843,군대,쫄보 냐
20844,군대,내 대신 가줄 게
20845,군대,귀엽네
20846,군대,그게 그렇게 걱정 됨
20847,군대,대신 갈 수 없으니깐 그렇게 말 할 수 있는 거임
20848,군대,할 수 만 있다면 대신 가주 고 싶다
20849,군대,난 해군 은 못 할 것 같아
20850,군대,해군 왜
20851,군대,많이 힘들대
20852,군대,해군 왜
20853,군대,난 육군 이라 잘 모르겠다
20854,군대,물 무서워 해서
20855,군대,해군 은 배 를 타서 더 힘들 것 같네
20856,군대,해군 좋을 거 같은데 물 보고
20857,군대,공군 뭔가 재미있을 것 같아
20858,군대,배 멀미 있어서 해군 못 하겠다
20859,군대,배 멀미 해서 못 가겠다
20860,군대,둘다 해군 못 가네
20861,군대,배 멀미
20862,군대,공군 비행기 타야 해서 무서울듯
20863,군대,배 멀미 너무 심해서 못 할듯
20864,군대,그래서 해군 어려울 것 같아
20865,군대,공군 헬기 타고 레펠 해야 하는 거 아냐
20866,군대,공군 비행기 타는 거 재미있을 거 같아
20867,군대,군대 못 가겠다
20868,군대,고소공포증 있어서
20869,군대,너무 무서워
20870,군대,헬기 타는 거 너무 하고 싶다
20871,군대,재밌겠다
20872,군대,군대 가면 자기 해야 하지
20873,군대,멀 자기 해야 해
20874,군대,자기 하는 거 말고도 다해 지
20875,군대,빨래 뭐 그런 거 말
20876,군대,난 시킴
20877,군대,라떼 시킴
20878,군대,후임 면 해야지
20879,군대,청소 스스로 하는 거지
20880,군대,병장 은 손 까닥 안 했는데
20881,군대,나다 싶으면 후다닥 가서 해야 하는 거지
20882,군대,군대 에서 누구 괴롭힌 거 아니지
20883,군대,라떼 병장 은 누워 있었는데
20884,군대,완전 군번 꼬여서 힘들었어
20885,군대,정말 나쁜 선임 이었군
20886,군대,괴롭히 기도 꽤 했지 그땐 철 없어서
20887,군대,엄청 오랫동안 고생 했거든
20888,군대,군번 꼬인 게 모야
20889,군대,하지만 디피 수준 은 아님 장난 정도
20890,군대,상병 까지 후임 많이 없었단 말 이지
20891,군대,둘 운전 병 출신 이지
20892,군대,운전 병 이야
20893,군대,운전 꽤 하지
20894,군대,주위 죄다 운전 병 이야
20895,군대,꽤 운전 많이 배움
20896,군대,은근 많더라
20897,군대,군대 운전 병 몇 프로야
20898,군대,버스 언제 해보겠니
20899,군대,그래서 매일 느리다고 머 라 해
20900,군대,왜케 운전 병 이야
20901,군대,몰라
20902,군대,꽤 많음 운전 병
20903,군대,운전 병 은 안전 우선
20904,군대,스피드 를 즐기는군
20905,군대,매일 많이 맞았어
20906,군대,운전 병 생각 보다 많아
20907,군대,물어보면 운전 병 이래
20908,군대,운전 병 은 군기 쌤
20909,군대,들 부러워했지
20910,군대,공군 시끄럽다
20911,군대,별로 안 시끄러운데 완젼
20912,군대,공군 출신 아니가
20913,군대,주말 에는 훈련 안 하제
20914,군대,신경 쓰면 들리는 거여
20915,군대,주말 에도 할 거 같은데
20916,군대,공군 출신 얌 호호 호
20917,군대,주말 에는 안 하지 거기
20918,군대,공군 좋아해주자
20919,군대,주말 에도 훈련 한다구
20920,군대,안 쉬
20921,군대,난 공군 출신 이라 그런지 전투기 떠도 별로 신경 안 씀
20922,군대,축제 있을 때 장난 아니던데 비행기 소리
20923,군대,우리 같은 광주 출신 얌 호호 호
20924,군대,광주 밥 은 잘 나옴
20925,군대,집은 더 시끄럽겠는데
20926,군대,그니까
20927,군대,특히 전투기 오면
20928,군대,그니까
20929,군대,별로 안 시끄러워
20930,군대,소음 일 거 같다
20931,군대,디피 보 니까 워 우
20932,군대,좀 과장 되긴 함 디피
20933,군대,디피 넷플 아니냐
20934,군대,군대 넘 썩었어 넘 넘 썩었어
20935,군대,그리 심한 적은 없었음
20936,군대,난 의경 출신 이라 공감 안될 듯
20937,군대,과장 이라고 다른 애 들 은 라 던데
20938,군대,물론 있긴 했겠지만
20939,군대,원래 남자 라는 족속 들 과장하는 거 같어
20940,군대,황소 동생 디피 출신 이라 함
20941,군대,그렇게 심하지 않았는데 너무 과장
20942,군대,의경 은 형 동생 이야
20943,군대,윤 일병 이야기 모티브
20944,군대,요새 군대 편하더만
20945,군대,내 친구 그러는데 자기 초등학교 담임 선생님 된 거 같대 리얼 로
20946,군대,요새 뭐 저런 일 없길
20947,군대,핸드폰 들고 가고 외출 나가고 허허 참 세상 좋네
20948,군대,당나라 군대 됐지 뭐
20949,군대,이럴 거 면 모병제 해야 될 거 같아
20950,군대,군인 은 넘 힘들겠다
20951,군대,군인 은 재밌지 뭐
20952,군대,너무 힘들어 보임
20953,군대,군대 보일러 켜줌
20954,군대,난 군인 해라면 할 듯
20955,군대,군인 머 재밌어
20956,군대,잘 때 따시게 자냐고
20957,군대,직업 군인 시켜주면 떙큐
20958,군대,동의 할 수 없다 생 고생 임
20959,군대,훈련소 때 보일러 켜줌
20960,군대,세금 많이 안내 고 좋음
20961,군대,직업 군인 고충 많을걸
20962,군대,직업 군인 왜 땡큐
20963,군대,보일러 따시게 틀어줌
20964,군대,알 고 보면 쉬운 일이 없다니깐
20965,군대,참나 아닐꺼 졸 힘들껄
20966,군대,세금 많이 안내 군인 은
20967,군대,상하 관계 이런 거 극혐임
20968,군대,뚜 니 오빠 군대 다시 가야 행
20969,군대,왱 군대 를 다시
20970,군대,오빠 왜 군대 다시 가야 해
20971,군대,특전사 꿈이거든 이제
20972,군대,년 넘게 했는데
20973,군대,군대 다시 가는 거 지옥 이라 던데
20974,군대,공군 나와서 부끄럽 뎅
20975,군대,다시 가고 싶지 안항
20976,군대,씨 절대 안 간데
20977,군대,배워 온 건 운전 뿐
20978,군대,다시 강해져야 해
20979,군대,공군 자부심 쩌는데
20980,군대,씨 가서 운전 만 배워 옴
20981,군대,공군 은 어떤 자랑거리 있어
20982,군대,왜 공군 어때서
20983,군대,씨 육군 자부 시 쩜
20984,군대,씨 육군 이구나
20985,군대,뭐라도 배워 옴 된 거징
20986,군대,들 자부심 쩌 신기 방기
20987,군대,군대 에서 젤 힘들었던 게 뭐
20988,군대,지뢰 제거
20989,군대,예 초기 돌리는 게 젤 힘들었어
20990,군대,들 자기 간 군대 젤 힘들다잖아
20991,군대,그치 자기 한 게 제일 힘들지
20992,군대,힘들어서 말 하는 사람 무색 하게 들 그러더라
20993,군대,지뢰 제거 해 보신 분
20994,군대,여 기선 밖에 없을 듯
20995,군대,컴퓨터 로만 한 게 다야
20996,군대,예 초기 장난 아니지 돌리고 나면 손 자동 으로 떨리던데
20997,군대,예 초기 돌리는 거 재밌던 뎈 애 들 거 뺐어서 내가하 곸
20998,군대,예 초기 정말 해본 사람 만 아는 거 같아
20999,군대,하루 종일 돌리면 팔이 안 올라가
21000,군대,지뢰 찾기 요즘 왜 없냐
21001,군대,요즘 엔 깔아야 할 걸
21002,군대,원래 기본 으로 줬는데
21003,군대,어디서 까는 거 냐
21004,군대,바로 즉시 구글링
21005,군대,안 해도 될 거 같아
21006,군대,입대 거든
21007,군대,거짓말 좀 하지 마
21008,군대,갑자기 나이
21009,군대,군인 의 길 가기 로 했어
21010,군대,뭐
21011,군대,잘 어울리긴 함
21012,군대,결국 군대 답 이다
21013,군대,한번 해봐
21014,군대,잘 할 거 같긴 함
21015,군대,공무원 해
21016,군대,그게 좋아
21017,군대,이미 머리 잘랐어
21018,군대,삭발 했어
21019,군대,면회 갈게
21020,군대,군인 공무원 맞지
21021,군대,공무원 이지 국방부 소속
21022,군대,몰라
21023,군대,그런 거 아냐 나라
21024,군대,반 삭 으로 밀어 버림
21025,군대,시원하겠 따
21026,군대,비니 사줄까
21027,군대,궁금 쓰 넘나리
21028,군대,우리 동네 공군 부대 있거든
21029,군대,공군 부대 면 안 시끄러워
21030,군대,사천 에도 공군 부대 있는데
21031,군대,맨날 비행 훈련 하노
21032,군대,시끄럽다
21033,군대,어우 귀 아프겠어
21034,군대,고등학교 때 공군 훈련 갔었어
21035,군대,사천 에서 날 오는 거
21036,군대,사천 공군 유명하지
21037,군대,그래서 친구 들 공군 많이 갔어
21038,군대,사천 에서 삼천포 쪽 으로 날 가면 안되나
21039,군대,삼천포 땅 약해서 비행기 못
21040,군대,친구 중 해군 쪽 으로 가서 울릉도 간 친구 있는데
21041,군대,한번 씩 아파트 를 박 꺼 같아
21042,군대,너무 낮게 날
21043,군대,아잌 그건 좀 무서운 걸
21044,군대,블랙 이글스 멋있는 거 같아
21045,군대,울릉도 로 갔다고 우짜노
21046,군대,블랙 이글스 사천 의 자랑 이지
21047,군대,바다 상황 따라 휴가 를 못 나간대
21048,군대,얌 직업 군인 이었어
21049,군대,머 라 구
21050,군대,직업 군인
21051,군대,그치
21052,군대,직업 군인 짱짱맨 이었지
21053,군대,직업 군인 완전 간지 나지
21054,군대,로 대박 이다
21055,군대,옷 입었을 때 만 똑같 애
21056,군대,예술인 이야
21057,군대,먼가 엄청 멋있 쩐다
21058,군대,왜 자꾸 예술인 만들엌
21059,군대,육 준서 같은 친구 랄 까
21060,군대,예술인 은 또 왜 예술인 이야
21061,군대,공 대 맨 이라 구
21062,군대,아무튼 예술인 이야
21063,군대,뭐 뭔 소린 지 모르겠어
21064,군대,머리 길렀어서 런가 봐
21065,군대,아무튼 직업 군인 이었어다며
21066,군대,나도 엄마 군인 랬 는데
21067,군대,그치
21068,군대,주변 고민 하는 사람 있으면 추천 추천
21069,군대,군인 남편 은 어떤 거 같니
21070,군대,개인 적 으론 싫 어유
21071,군대,좋은 것 같아
21072,군대,군인 남편 넘 강압 적 일 꺼 같 애
21073,군대,먼가 군인 대한 이미지 별로 안 좋아
21074,군대,복지 좋고 연금 나오고 좋잖아 서로
21075,군대,좋다고
21076,군대,복지 괜찮은 듯
21077,군대,복 지면 에서는 좋은 점도 많더라
21078,군대,대신 제약 많이 따르는 것 같아
21079,군대,그렇긴 한데 위계 질서 를 아주 중시 생각 시더 라고
21080,군대,아시 분 군인 으로 퇴 임하셨는데 연금 빠방
21081,군대,해외 마음대로 못 가고 어딜 못 군인 은
21082,군대,자식 들 한테 쏘 스윗 한 아빠 아니더라
21083,군대,두둑하게 나오데
21084,군대,연금 최고 긴 해 솔직히
21085,군대,해외 를 못 가는 구나
21086,군대,해외 를 못 간다 고
21087,군대,실화
21088,군대,해외 가기 힘들다고 하더라 구
21089,군대,난 해군 옷 멋있더라
21090,군대,해군 옷 예쁘더라
21091,군대,해군 은 뭔가 멋있어
21092,군대,공군 옷 은 좀 귀여워
21093,군대,젤루 단정한 거 같아 해군
21094,군대,옷 얘 서 그런 건지
21095,군대,제복 은 멋있어
21096,군대,어느 제복 이든 멋져
21097,군대,젤로 단정하고
21098,군대,제복 은 멋있지
21099,군대,마자
21100,군대,군인 하고 싶다
21101,군대,같이 입으면 더 멋있는 거 같아
21102,군대,남자 제복 이지
21103,군대,멋짐이 있어
21104,군대,아버지 경찰 셔
21105,군대,멋 도리
21106,군대,군인 잘 어울려 친구
21107,군대,완전 멋있다
21108,군대,우리 집은 제복 입는 사람 없네
21109,군대,경찰 제복 멋있지
21110,군대,우리 집도 제복 은 없는 것 같아
21111,군대,군대 요즘 월급 얼마 지
21112,군대,아냐
21113,군대,요새 군대 에서 만 원 모으면 국가 에서 만 원 보태 서 천만 원 모아 나오는 제도 있대
21114,군대,요즘 군 인들 보면 부러워 사실
21115,군대,다시 가고 싶어
21116,군대,군대 에서 받는 돈 월급 이라고 말 해
21117,군대,우린 밥값 이라 불렀던 거 같은데
21118,군대,최고 지
21119,군대,그때 별로 못 먹어서 아쉽다
21120,군대,직업 군인 은 어떤데
21121,군대,직업 군인 적성 맞아야 하는 듯
21122,군대,직업 군인 은 별로
21123,군대,이제 직업 군인 은 못 하는 거야
21124,군대,난 절대 못 할 거 같아
21125,군대,의경 없어진 거 아니야
21126,군대,나도 못 할 꺼 같아
21127,군대,군인 은 사 명감 있어야 해
21128,군대,모병제 로 바 꼈으면 좋겠다
21129,군대,이제 없어진다고 하던 뎅
21130,군대,우리 같은 갑남을녀 불가능
21131,군대,핵 전역 언제 했어
21132,군대,요즘 군 인들 휴가 안 나오는 듯
21133,군대,어쩐지 안 보이더라
21134,군대,코로나 때문 휴가 제한 했다던데
21135,군대,밖 에서 군인 본 적 없는 거 같아
21136,군대,군인 들 제일 고생 하는 것 같아
21137,군대,휴가 를 모아서 일찍 전역 시켜 준대
21138,군대,맞지
21139,군대,이상하게 안 보이 더 라니
21140,군대,나라 를 위해 희생 하는 퓨
21141,군대,같으면 휴가 나오는 게 좋을 듯
21142,군대,그니까 말년 휴가 달 넘더라 구
21143,군대,존경 해
21144,군대,분들 모두 대단해
21145,군대,달 모아서 나오면 무슨 기분 일까
21146,군대,말년 휴가 때 알바 해도 되는 거야
21147,군대,말년 휴가 꼭 나와야지 당연히
21148,군대,알바 하면 안 돼
21149,군대,군인 은 알바 못 하니
21150,군대,대박 이야
21151,군대,한 달 휴가 완젼
21152,군대,단순 노가다 될 라나
21153,군대,군대 전역 하면 기분 어대
21154,군대,세상 가진 기분 랄 까
21155,군대,군대 전역 하면 짱 좋아
21156,군대,말로 표현 못 해
21157,군대,군대 갈 때
21158,군대,좋지
21159,군대,군대 보다 사회 훨씬 좋아 난
21160,군대,갈 때 울 뻔했잖아
21161,군대,당연하지
21162,군대,거 긴 자유 없잖아
21163,군대,군대 갈 때 너무 우울했어 난
21164,군대,갈 때 친구 머리 미는데 눈물 날라 카더라
21165,군대,솔직히 군대 가서 운 적 있어
21166,군대,남자라면 군대 를 다녀와야지
21167,군대,군대 에서 별로 힘든 일 은 없어서 모르겠어
21168,군대,보통 엄마 한테 전화할 때 운다던대
21169,군대,추억 이야
21170,군대,지나 보면
21171,군대,그땐 힘들어도
21172,군대,훈련소 엄청 힘들었던 거 같아
21173,군대,운 적 없다고
21174,군대,솔직하게 말 해 줘
21175,군대,나도 울었어
21176,군대,너무 슬펐어
21177,군대,아니야
21178,군대,재밌어 나름
21179,군대,우리 애기 군대 갈 때 우짤랭
21180,군대,아직 먼 일이 지만 정말 싫다
21181,군대,우리 애기 군대 빡센 곳 보낼 꺼야
21182,군대,그때 군대 안 가길
21183,군대,가서 배우고 오는 게 있으면 좋겠어
21184,군대,군대 가서 상남자 됐으면 좋겠다
21185,군대,특전사 간지
21186,군대,강철 부대 봤어
21187,군대,재밌었어
21188,군대,준비 중이 래
21189,군대,봤어
21190,군대,우리 강철 부대 완전 팬 이지
21191,군대,군대 가서 강해져서 돌아오는 건 찬성
21192,군대,정신 건강 성장하긴 하는 거 같아
21193,군대,최영재 대위 멋있는 거 같아
21194,군대,강철 부대 넘 재밌
21195,군대,난 유디티
21196,군대,에스 디티
21197,군대,나도 유디티
21198,군대,그니까 분 대단 하더라 다른 데 서 보 니까
21199,군대,보통 사람 들 아니야
21200,군대,멋있어
21201,군대,박 군 최고
21202,군대,분 은 사진 찍힌 게 완전 화보 더 라
21203,군대,여군 요즘 많더라 구
21204,군대,지금 군대 군 복무 기간 얼 마임
21205,군대,지금 개월 인가 아닌가
21206,군대,요즘 년 개월 이라 던데
21207,군대,적당한 건가
21208,군대,몰러
21209,군대,언제 그렇게 됐지
21210,군대,짱 이다
21211,군대,여군 많지 요즘
21212,군대,방금 들어갔는데 금방 나오더라고
21213,군대,나도 아빠 군인 하라 고 추천 햇 는뎈
21214,군대,군인 좋지
21215,군대,재밌어
21216,군대,휴가 없대 대신 코로나 때문
21217,군대,이제 나이 안 대서 못 감
21218,군대,아니야 휴가 들 잘 가던데
21219,군대,얌 군인 안 어울린당
21220,군대,에그머니 코로나 때문 힘드네 들
21221,군대,그나마 폰 이라도 써서 다행 이야
21222,군대,아빠 왜 널 군인 시킬라고 했 쥐
21223,군대,말 안 들었나
21224,군대,왜 안 어울려
21225,군대,힘쎼
21226,군대,나라 맡겨 버릴려고
21227,군대,영상 통화 하는 거 소름
21228,군대,국가 안보 좀 치명 적 아냐
21229,군대,무거운 짐 내 들어서 런가 봄
21230,군대,영상 통화 안 되는데
21231,군대,영상 통화 된다 그랬는데
21232,군대,뭔 영상 통화 군대 에서
21233,군대,뭔가 문제 있다
21234,군대,해군 은 아무 없다
21235,군대,내 주변 에도 해군 은 없어
21236,군대,해군 은 주변 잘 없는 것 같아
21237,군대,주위 왜 해군 갔다는 사람 없지
21238,군대,오빠 해군 였던 거 같은데
21239,군대,해군 은 배 타서 그런 건가
21240,군대,해병 대 은 많아도 해군 은 없넹
21241,군대,신기하네 거참
21242,군대,해병대 였잖아 소름
21243,군대,나도 주변 해병대 많이 있는데
21244,군대,진해 해군 아냐
21245,군대,해병대 약간 멋있 따고 생각 했는데
21246,군대,진해 해군
21247,군대,혹시 오빠 임 말 많은 오빠
21248,군대,맞음 그래서 아무나 해병대 하는구나 했음
21249,군대,군대 편한 곳 없는데
21250,군대,오빠 경대 에서 뛰어 다니는 거 봄 해병대 들 이랑
21251,군대,놔 맞다 관 종이 라 그런 거 꼭 참여 함
21252,군대,뭔 지 알
21253,군대,군인 했으면 잘 했을 듯
21254,군대,엄청 자신있음
21255,군대,후임 들 긴장 해야 겠는걸
21256,군대,육군 이든 해군 이든 잘 했을 듯
21257,군대,지금 이라도 좀 뽑아주라 군대
21258,군대,해군 은 편함
21259,군대,제복 잘 어울려
21260,군대,해군 제복 아주 멋지지
21261,군대,해군 제복 잘 어울릴 듯
21262,군대,해군 은 왜 편한거야
21263,군대,해군 은 배타 니까 힘들지 않나
21264,군대,악습 많이 없는 거 같아 해군 은
21265,군대,해군 제복 잘 어울릴 듯 소녀시대 같네
21266,군대,소녀시대 이쁜 제복 이던 데
21267,군대,소녀시대 소원 말 해봐 옷 이야 해군
21268,군대,해군 은 무조건 배타 거야
21269,군대,배 타러 가면 안 오던데 몇 개월
21270,군대,육상 근무 하는 사람 많아 해군
21271,군대,군인 친구 이번 다시 복직 함
21272,군대,그때 하사 였나
21273,군대,왜 다시 복직 하는거야
21274,군대,지금 은 중사 지
21275,군대,육아 휴직 했나
21276,군대,그때 아기 낳는다고 하더니
21277,군대,육아 휴직 끝나고 다시 복직
21278,군대,누나 계속 군인 하는거가
21279,군대,여군 괜찮치 계속 하면
21280,군대,계속 할 수 있는 방법 있나 봐
21281,군대,헌병 이라서 계속 하면 좋을 듯
21282,군대,헌병 이야
21283,군대,좋은 병과 갔네
21284,군대,키도 커서 그런지 잘 어울려
21285,군대,군 인들 월급 은 많이 주
21286,군대,공무원 월급 이야 잘 나오지
21287,군대,수당 있고 괜찮은가 봐
21288,군대,누나 남편 군인 이제
21289,군대,군인 부부 좋지
21290,군대,요즘 군대 에서 배달 음식 시켜 먹을 수 있나 봐
21291,군대,있을 때 상상 못 하는 일 인데
21292,군대,나도 들은 것 같아
21293,군대,먹고 싶은 거 먹으면서 훈련 하면 좋지
21294,군대,많이 좋아졌다 그런 것 들 은
21295,군대,맞어
21296,군대,무슨 죄 지어서 가는 것 아닌데 옛날 엔 너무 빡셌 지
21297,군대,나도 가보고 싶어
21298,군대,그래서 가족 들 부탁 하잖어 필요한 거 사다 달라 고
21299,군대,꿀맛 이지
21300,군대,보물 창고 같은 곳 이지
21301,군대,무슨 달팽이 크림 파는데 엄청 싸다 그러던데
21302,군대,홍삼 같은 것 팔 걸
21303,군대,화장품 하고 홍삼 가성 비 제일 좋다더라구요
21304,군대,주변 군대 간 지인 없으니 그런 걸 부탁 할 사람 없다
21305,군대,사서 써야지 뭐
21306,군대,가끔 친구 들 군대 얘기 할 때 추억 부심 있는 것 같아서 부러워 보일 때 있음
21307,군대,그럴 수도 있겠네
21308,군대,대화 끼질 못 하니까
21309,군대,잠깐 이지 크게 중요하진 않으니까 뭐
21310,군대,난 산 업체 하면서 돈 좀 모으긴 했지 뭐
21311,군대,아빠 군생활 어땠어
21312,군대,아빠 군대 있을 때 기간 길지 않았나
21313,군대,아빠 지금 보다 길었지
21314,군대,아빠 카투사 나왔잖아
21315,군대,카투사 미군 부대 로 가는 건가
21316,군대,카투사 주 한 미군 부대 배속 된을 한국 군 이지
21317,군대,우리 아빠 자랑스럽네
21318,군대,하긴 아빠 어릴 때 부터 공부 를 잘 했어서
21319,군대,카투사 들어가려면 영어 중요하지
21320,군대,사실 나도 카투사 가고 싶었는데
21321,군대,영어 를 잘 못 해서
21322,군대,카투사 더 편해
21323,군대,군대 어딜 가나 힘들어
21324,군대,환경 좀 더 좋은 거지
21325,군대,아무리 편한 곳 이라고 해도 힘들지
21326,군대,들 군생활 하느라 고생 많았네
21327,군대,군대 에서도 재밌는 일이 많지
21328,군대,그건
21329,군대,다시 가고 싶지는 않지만
21330,군대,요즘 은 군대 월급 은 좀 올랐나
21331,군대,요새 옛날 보다는 많이 올랐다고 하더라
21332,군대,아빠 어느 군대 다녀왔어
21333,군대,해군 아니면 공군
21334,군대,아빠 육군 이었어
21335,군대,훈련 은 보통 어디 로
21336,군대,아들 없어서 나도 모르겠네
21337,군대,아빠 논산 훈련소 로 다녀왔어
21338,군대,훈련소 가면 어떻게 되는 거야
21339,군대,어떤 훈련 받아
21340,군대,일단 기본 교육 받고 각자 특기 를 받아 다시 훈련 받지
21341,군대,그게 뭐 특기 있어
21342,군대,나도 처음 들어
21343,군대,군대 에서 자기 담당 하는 업무 운전 병 이나 행정 병 같은 거
21344,군대,운전 병 되면 계속 운전 만 해
21345,군대,그러겠지
21346,군대,엄마 전 운전 병 이었던 분 한테 운전 배웠었잖아
21347,군대,제대 할 때 까지 보직 은 변하지 않고 나중 제대 해도 병과
21348,군대,아빠 무슨 특기 였어
21349,군대,아빠 미술 과 나왔는데 뭘 까
21350,군대,난 군대 빨리 가려고 육군 본부 가서 시험 보고 행정 병 으로 갔어
21351,군대,어제 뉴스 보 니까 군대 회식 하는데 꼰대 부하 술 밑잔 깔았다고 때렸다던데
21352,군대,아직도 군대 그런게 있나
21353,군대,아직도 그런 똥 군기 남아 있는 거야
21354,군대,그런 가봐 우리 고모부 좋은 분이시긴 한데 군대 고 인물 이라 밖 에서도 손하나 꼼짝 안 시드라
21355,군대,세대차이 인가
21356,군대,요즘 군대 정돈 아니지 않아
21357,군대,약간 가부장 적 러신 건가 우리 아빠 집 에선 손 하나 꿈쩍 안 해
21358,군대,맞다 봤는데 요즘 은 병사 보다 뭐 직함 달 고 있는 알오티씨 그런 곳 나온 사람 들 힘들다며
21359,군대,간부 병사 들 시키면 되는 거 라 더 편하지 않을까
21360,군대,오히려 알티 더 군기 세다는 말 이야
21361,군대,군기 센게 눈 이나 비 온다고 병사 들 들어가 있으라 하고 간부 한다던데 요 샌
21362,군대,그렇게 군대 바뀐 건가
21363,군대,아하 대박 이네 이상하게 바뀐 거 같은데
21364,군대,직업 군인 인 애 들 부려 먹자 이런 느낌
21365,군대,직업 군인 또 병사 시키지 않나
21366,군대,병사 간이 배 밖 으로 나와서 직업 군인 시켜 먹는 거 아니야
21367,군대,런가 군대 음식 티어 뭐 여 써
21368,군대,너무 오래 돼서 기억 안 나긴 하는데
21369,군대,머 있더라
21370,군대,뭐 군대리아 티어 아닌가
21371,군대,남친 은 어디 나왔어 군대
21372,군대,사단
21373,군대,최 전방 이라고 아주 아주 군대 이야기 귀 딱지 박히도록 들었 자
21374,군대,군대 얘기 재밌지 좋아하자나
21375,군대,군대 얘기 좋아 행 히 히
21376,군대,해병대 멋 찌잖아 킄 존나 남자
21377,군대,난 좋아했는데 하도 이야기 해서 싫어졌
21378,군대,이도 계속 얘기 해서 안 좋아하게 만들어야겠다
21379,군대,난 해 달래도 군대 얘기 잘 안 해줘서 더 궁금 게 만드는 것 같은데
21380,군대,만나 봐 실컷 들을 수 있음
21381,군대,나도 들어 봐야겠다 한테
21382,군대,좋아 좋아 우리 담 만나면 거의 군대 토크 고고
21383,군대,사격 내기 고고 고
21384,군대,군대 토크
21385,군대,사격 잘해 들
21386,군대,난 너무 좋아
21387,군대,사격 눈 나쁜 거 치고는 잘 하는 것 같은데
21388,군대,사격 잘 행
21389,군대,군대 가면 내 사격 으로 발라 버릴듯
21390,군대,일단 군대 를 가셔야겠네
21391,군대,곧 입대 하신대
21392,군대,우리 면회 가장
21393,군대,우리 같이 입대 여
21394,군대,저 여 무서워요
21395,군대,군대 가면 노래방 이나 볼링 은 칠 수 있어
21396,군대,당구 칠 수 있는 거 아녕
21397,군대,요즘 은 폰 안내 자 낭
21398,군대,코로나 만 아니었으면 동생 면회 갔을 텐데
21399,군대,면회 가서 뭐 하게
21400,군대,면회 가는 거 귀찮지 않겠어요
21401,군대,동생 지금 부산 에서 군 복무 하니까 면회 갈 겸 부산 여행 하고 좋잖아
21402,군대,목적 너무 속 보이는데
21403,군대,겸사겸사 동생 면회 하고 부산 여행 하고 좋죠
21404,군대,코로나 땜 면회 못 가고 짜증나
21405,군대,동생 휴가 못 나와서 더 짜증 내야 하는 거 아님
21406,군대,그니까 요 군 인들 휴가 제대로 못 나오고 짠하네요
21407,군대,우리 동생 은 오히려 휴가 안 나와서 더 좋아해
21408,군대,겁나 특이한 동생 이네
21409,군대,왜 더 좋아해요 언니 처럼 집 싫어하나
21410,군대,휴가 를 안 나오면 제대 를 빨리 한 대
21411,군대,제대 빨리 하는 게 더 좋아서 런가
21412,군대,지금 쯤 이면 말년 아니에요
21413,군대,우리 동생 지금 생활관 에서 제일 짬 많대
21414,군대,이야 군대 생활 할 맛 나겠네
21415,군대,동생 은 지금 제일 편하겠네요
21416,군대,오빠 군대 있을 때 가혹 행위 있었어
21417,군대,저 형 은 모르겠지만 난 없었던 거 같아
21418,군대,엄청 당했어
21419,군대,무슨 일 있었어 디피 보 니깐 심하더라
21420,군대,디 피는 살짝 실화 긴 한데 너무 심한 거 같아
21421,군대,그건 나도 무서워
21422,군대,그게 실화 배경 이라서 더 소름 이야
21423,군대,그런 거 같아 실화 배경 이라 조금 더 현 실감 있었어
21424,군대,실화 래
21425,군대,실화 인 줄 은 몰랐는데
21426,군대,실화 지금 몇 몇 부대 가혹 행위 살짝 있어
21427,군대,그게 안 보 여서 은근 있다고 하더라
21428,군대,얼마나 힘든데 나도 병장 들 많이 괴롭혔는데
21429,군대,요즘 은 은근 히 괴롭히고 그러나 봐
21430,군대,은근 히 라는 단어 무서운게 잘 안 걸 리더 라고
21431,군대,그것 만큼 스트레스 없다
21432,군대,그치 선진 병영 이라고 많이 나아진듯
